Timestamp,Worker_ID,Labor Type,PPG_Level,Fatigue_Indicator,Activity_Level
2025-01-01 03:30:00,43,K2,80.74167629194972,1,3
2025-01-01 03:35:00,44,K6,81.48404259757473,1,3
2025-01-01 03:40:00,45,K4,96.36750217771257,1,4
2025-01-01 03:45:00,46,K2,92.19855929620209,0,1
2025-01-01 03:50:00,47,K4,84.72322365926684,0,4
2025-01-01 03:55:00,48,K4,80.40463757543579,0,4
2025-01-01 04:00:00,49,K5,98.09073254720012,1,3
2025-01-01 04:05:00,50,K6,95.26764362113731,1,1
2025-01-01 04:10:00,51,K6,91.23587818186601,0,3
2025-01-01 04:15:00,52,K1,92.46084734496925,1,4
2025-01-01 04:20:00,53,K2,92.61691821006055,1,2
2025-01-01 04:25:00,54,K5,85.01816932621426,0,3
2025-01-01 04:30:00,55,K1,90.73493599826567,1,1
2025-01-01 04:35:00,56,K1,80.01083365502265,0,3
2025-01-01 04:40:00,57,K2,93.84354970453879,1,4
2025-01-01 04:45:00,58,K4,80.29011720453116,0,1
2025-01-01 04:50:00,59,K1,94.33735570047884,0,1
2025-01-01 04:55:00,60,K1,85.82183890774664,0,4
2025-01-01 05:00:00,61,K5,98.54888421735421,1,2
2025-01-01 05:05:00,62,K1,98.89332742661256,1,2
2025-01-01 05:10:00,63,K2,93.67363874570846,0,1
2025-01-01 05:15:00,64,K3,96.78192565028166,1,1
2025-01-01 05:20:00,65,K6,96.00163075800276,0,2
2025-01-01 05:25:00,66,K2,89.5254094724817,0,1
2025-01-01 05:30:00,67,K5,86.21982989307617,0,1
2025-01-01 05:35:00,68,K5,84.73491048886649,0,3
2025-01-01 05:40:00,69,K6,96.43071117437017,0,2
2025-01-01 05:45:00,70,K1,98.20024043462605,1,2
2025-01-01 05:50:00,71,K4,89.73670516563485,0,1
2025-01-01 05:55:00,72,K5,98.68491685510752,0,4
2025-01-01 06:00:00,73,K1,89.50391851067954,0,4
2025-01-01 06:05:00,74,K3,81.75646133208036,0,1
2025-01-01 06:10:00,75,K6,92.30725514330899,0,2
2025-01-01 06:15:00,76,K5,95.32870982733888,0,4
2025-01-01 06:20:00,77,K4,85.66211841028289,0,1
2025-01-01 06:25:00,78,K5,83.70879740275291,1,1
2025-01-01 06:30:00,79,K4,98.31262531987534,0,2
2025-01-01 06:35:00,80,K5,93.25753513063653,1,1
2025-01-01 06:40:00,81,K5,94.36046045454701,1,2
2025-01-01 06:45:00,82,K1,87.70521569567309,0,1
2025-01-01 06:50:00,83,K4,99.68062609869173,0,3
2025-01-01 06:55:00,84,K6,81.36928193860243,1,1
2025-01-01 07:00:00,85,K2,84.3911746813014,0,2
2025-01-01 07:05:00,86,K2,90.40840263305573,0,3
2025-01-01 07:10:00,87,K4,82.77334316285543,0,3
2025-01-01 07:15:00,88,K5,87.34962340632117,1,3
2025-01-01 07:20:00,89,K3,81.20327635763007,0,4
2025-01-01 07:25:00,90,K6,81.07393962326222,1,4
2025-01-01 07:30:00,91,K4,86.87874205824528,0,3
2025-01-01 07:35:00,92,K3,90.76817078136914,0,1
2025-01-01 07:40:00,93,K1,99.54770826264439,0,2
2025-01-01 07:45:00,94,K2,89.08371352733516,0,3
2025-01-01 07:50:00,95,K1,84.8014852283997,0,1
2025-01-01 07:55:00,96,K6,83.12774373157667,0,2
2025-01-01 08:00:00,97,K1,95.36461131064446,0,3
2025-01-01 08:05:00,98,K5,84.06991089688321,0,4
2025-01-01 08:10:00,99,K5,86.10208975938164,0,4
2025-01-01 08:15:00,100,K3,86.55035085535809,0,2
2025-01-01 08:20:00,101,K4,89.27929885095392,1,4
2025-01-01 08:25:00,102,K1,89.45265174127178,0,4
2025-01-01 08:30:00,103,K4,90.45214275758211,0,1
2025-01-01 08:35:00,104,K1,96.28378448662562,0,3
2025-01-01 08:40:00,105,K5,80.6212717233534,1,2
2025-01-01 08:45:00,106,K6,83.83625519348846,1,4
2025-01-01 08:50:00,107,K2,85.72597836585133,0,4
2025-01-01 08:55:00,108,K5,84.9145427932212,1,1
2025-01-01 09:00:00,109,K1,97.02854129613328,0,2
2025-01-01 09:05:00,110,K4,80.22715325788387,0,1
2025-01-01 09:10:00,111,K6,88.32485926652205,0,1
2025-01-01 09:15:00,112,K1,92.54546699636992,0,4
2025-01-01 09:20:00,113,K5,82.84800385379437,0,3
2025-01-01 09:25:00,114,K4,91.00796748480599,0,1
2025-01-01 09:30:00,115,K2,94.8722771077606,0,1
2025-01-01 09:35:00,116,K5,80.88204891068945,0,1
2025-01-01 09:40:00,117,K2,89.51696276037462,1,2
2025-01-01 09:45:00,118,K4,93.37198085594238,1,1
2025-01-01 09:50:00,119,K3,87.50402699480954,0,1
2025-01-01 09:55:00,120,K1,83.92458442358321,1,4
2025-01-01 10:00:00,121,K4,84.5953431772842,1,3
2025-01-01 10:05:00,122,K2,84.39138861292653,1,2
2025-01-01 10:10:00,123,K5,99.53243024189612,1,2
2025-01-01 10:15:00,124,K2,97.7735577871688,1,3
2025-01-01 10:20:00,125,K5,85.389703354086,0,3
2025-01-01 10:25:00,126,K1,85.8323024012308,0,4
2025-01-01 10:30:00,127,K2,98.59343038040205,0,3
2025-01-01 10:35:00,128,K2,93.17668841484652,0,2
2025-01-01 10:40:00,129,K5,85.17289726850152,0,3
2025-01-01 10:45:00,130,K4,86.52450263769119,0,3
2025-01-01 10:50:00,131,K4,80.22358806866866,1,3
2025-01-01 10:55:00,132,K2,80.88551654790271,0,4
2025-01-01 11:00:00,133,K5,99.442357183394,0,3
2025-01-01 11:05:00,134,K4,85.80766301017256,0,2
2025-01-01 11:10:00,135,K5,81.50318998520004,0,1
2025-01-01 11:15:00,136,K4,96.57630246851326,1,2
2025-01-01 11:20:00,137,K5,91.69052701843296,0,2
2025-01-01 11:25:00,138,K2,98.957054632006,0,1
2025-01-01 11:30:00,139,K4,98.65289091029841,0,4
2025-01-01 11:35:00,140,K2,87.20544061309032,0,2
2025-01-01 11:40:00,141,K5,98.24376264604865,0,1
2025-01-01 11:45:00,142,K1,95.20704195338973,1,3
2025-01-01 11:50:00,143,K1,80.97335940867391,0,3
2025-01-01 11:55:00,144,K2,92.49406331478869,1,1
2025-01-01 12:00:00,145,K1,88.85864014869549,0,4
2025-01-01 12:05:00,146,K5,88.8511315027837,0,1
2025-01-01 12:10:00,147,K4,90.22203980949473,0,3
2025-01-01 12:15:00,148,K4,81.4742982845371,0,1
2025-01-01 12:20:00,149,K1,89.82431687496133,1,3
2025-01-01 12:25:00,150,K6,93.29303604899073,0,3
2025-01-01 12:30:00,151,K4,89.22535153497262,0,4
2025-01-01 12:35:00,152,K6,94.06479982146016,0,4
2025-01-01 12:40:00,153,K4,89.43693488171759,0,3
2025-01-01 12:45:00,154,K5,89.04609188524645,1,1
2025-01-01 12:50:00,155,K4,95.45382020727234,0,4
2025-01-01 12:55:00,156,K6,80.86671495072936,0,1
2025-01-01 13:00:00,157,K1,90.05499402959906,1,3
2025-01-01 13:05:00,158,K1,89.07228340917948,0,2
2025-01-01 13:10:00,159,K5,95.12139690023689,0,3
2025-01-01 13:15:00,160,K1,96.07546665224694,0,1
2025-01-01 13:20:00,161,K4,89.95627572327274,0,3
2025-01-01 13:25:00,162,K5,91.97194553194609,1,1
2025-01-01 13:30:00,163,K4,90.87494624289116,0,4
2025-01-01 13:35:00,164,K4,84.75707949192561,0,1
2025-01-01 13:40:00,165,K3,95.89276757964214,0,4
2025-01-01 13:45:00,166,K4,82.4231590103384,0,3
2025-01-01 13:50:00,167,K2,91.39507054681914,0,2
2025-01-01 13:55:00,168,K3,82.5998157165927,0,4
2025-01-01 14:00:00,169,K2,90.55648741026691,1,3
2025-01-01 14:05:00,170,K5,85.3334949631501,0,2
2025-01-01 14:10:00,171,K4,88.02376398206748,1,1
2025-01-01 14:15:00,172,K2,90.08251584404744,0,4
2025-01-01 14:20:00,173,K3,93.18632784788134,0,4
2025-01-01 14:25:00,174,K1,97.13030584772414,0,2
2025-01-01 14:30:00,175,K2,87.39877548185822,1,3
2025-01-01 14:35:00,176,K6,92.9834679059864,0,1
2025-01-01 14:40:00,177,K5,99.57897492460238,0,3
2025-01-01 14:45:00,178,K1,97.89685907892536,1,3
2025-01-01 14:50:00,179,K6,92.5426492700665,1,2
2025-01-01 14:55:00,180,K1,88.81395658223022,1,2
2025-01-01 15:00:00,181,K6,87.11155342485029,0,3
2025-01-01 15:05:00,182,K4,85.93047917469845,0,2
2025-01-01 15:10:00,183,K6,99.93141163249979,0,2
2025-01-01 15:15:00,184,K1,99.97515261467504,0,2
2025-01-01 15:20:00,185,K3,87.88316263790632,1,1
2025-01-01 15:25:00,186,K3,85.33263209896515,0,2
2025-01-01 15:30:00,187,K3,88.34933269541219,1,1
2025-01-01 15:35:00,188,K2,82.6790000618106,1,4
2025-01-01 15:40:00,189,K5,86.11098774992448,1,2
2025-01-01 15:45:00,190,K6,97.52731250622324,0,1
2025-01-01 15:50:00,191,K5,96.67604791758468,1,4
2025-01-01 15:55:00,192,K6,81.45851058662016,1,4
2025-01-01 16:00:00,193,K2,88.24043449644243,0,3
2025-01-01 16:05:00,194,K4,96.96743473047826,1,1
2025-01-01 16:10:00,195,K1,84.58292348395581,0,4
2025-01-01 16:15:00,196,K4,99.05652889462128,1,4
2025-01-01 16:20:00,197,K5,91.7751279253501,0,3
2025-01-01 16:25:00,198,K5,80.87500719102965,0,3
2025-01-01 16:30:00,199,K1,91.43568588504405,0,1
2025-01-01 16:35:00,200,K6,98.25648091292561,0,4
2025-01-01 16:40:00,201,K6,97.12948468812455,1,1
2025-01-01 16:45:00,202,K6,99.18403382632044,1,2
2025-01-01 16:50:00,203,K6,98.7964811084062,0,1
2025-01-01 16:55:00,204,K5,87.41902536182002,0,1
2025-01-01 17:00:00,205,K6,88.25280847411926,0,3
2025-01-01 17:05:00,206,K3,93.95022462075441,0,3
2025-01-01 17:10:00,207,K3,96.94107689479715,0,1
2025-01-01 17:15:00,208,K2,88.80064063533753,1,2
2025-01-01 17:20:00,209,K2,89.8706616637806,1,1
2025-01-01 17:25:00,210,K4,92.35213175679951,1,1
2025-01-01 17:30:00,211,K4,99.96074385489212,0,1
2025-01-01 17:35:00,212,K5,80.41862706129248,0,3
2025-01-01 17:40:00,213,K2,81.57214262574098,0,4
2025-01-01 17:45:00,214,K4,82.10775077275103,1,2
2025-01-01 17:50:00,215,K2,84.48446265790197,1,3
2025-01-01 17:55:00,216,K1,90.75845593413672,0,2
2025-01-01 18:00:00,217,K6,92.15123405149477,1,2
2025-01-01 18:05:00,218,K5,83.78585163731663,1,1
2025-01-01 18:10:00,219,K4,87.77424325092943,1,3
2025-01-01 18:15:00,220,K1,84.23911868477339,0,2
2025-01-01 18:20:00,221,K5,93.65083235818447,0,4
2025-01-01 18:25:00,222,K5,95.92652736020572,0,4
2025-01-01 18:30:00,223,K6,95.72986728096615,0,3
2025-01-01 18:35:00,224,K6,86.20818657892258,0,4
2025-01-01 18:40:00,225,K3,90.97581196869582,0,4
2025-01-01 18:45:00,226,K4,90.73807006400354,1,4
2025-01-01 18:50:00,227,K3,82.51449345439123,1,2
2025-01-01 18:55:00,228,K1,94.11898133500304,0,1
2025-01-01 19:00:00,229,K5,81.02717390381487,1,3
2025-01-01 19:05:00,230,K3,93.86778731385465,1,3
2025-01-01 19:10:00,231,K6,92.89197444884961,1,4
2025-01-01 19:15:00,232,K4,85.04476688288011,1,3
2025-01-01 19:20:00,233,K6,99.8637935474577,0,2
2025-01-01 19:25:00,234,K1,88.04126937783126,1,2
2025-01-01 19:30:00,235,K4,89.96569101682104,1,2
2025-01-01 19:35:00,236,K2,86.16381385307942,1,2
2025-01-01 19:40:00,237,K6,84.99948950351276,1,1
2025-01-01 19:45:00,238,K3,94.0674513639472,0,1
2025-01-01 19:50:00,239,K6,95.74194130938498,0,2
2025-01-01 19:55:00,240,K3,80.00956907935654,1,2
2025-01-01 20:00:00,241,K2,92.4361093122959,0,1
2025-01-01 20:05:00,242,K3,86.4128276974163,0,4
2025-01-01 20:10:00,243,K5,93.39983149080868,0,1
2025-01-01 20:15:00,244,K5,85.27212479843024,0,3
2025-01-01 20:20:00,245,K2,81.69586649994646,0,2
2025-01-01 20:25:00,246,K5,92.76872672195536,0,3
2025-01-01 20:30:00,247,K1,84.16715787577715,1,2
2025-01-01 20:35:00,248,K5,86.4875608863605,0,2
2025-01-01 20:40:00,249,K1,96.1724102750491,1,3
2025-01-01 20:45:00,250,K2,83.13052614075546,0,1
2025-01-01 20:50:00,251,K3,90.06786193538065,1,4
2025-01-01 20:55:00,252,K5,87.37427601891069,0,2
2025-01-01 21:00:00,253,K1,93.42446533689898,0,4
2025-01-01 21:05:00,254,K1,89.62414254415725,0,4
2025-01-01 21:10:00,255,K3,95.33521588376531,0,3
2025-01-01 21:15:00,256,K6,82.44633621049827,0,3
2025-01-01 21:20:00,257,K5,92.53701670801719,1,3
2025-01-01 21:25:00,258,K2,84.84027689371221,0,3
2025-01-01 21:30:00,259,K6,91.04783917524698,0,2
2025-01-01 21:35:00,260,K3,97.06664266083844,0,1
2025-01-01 21:40:00,261,K1,85.39521657126394,0,1
2025-01-01 21:45:00,262,K6,83.2520544117326,0,4
2025-01-01 21:50:00,263,K6,94.45203315791784,1,2
2025-01-01 21:55:00,264,K2,91.8902503724629,1,2
2025-01-01 22:00:00,265,K4,95.9220476335641,0,1
2025-01-01 22:05:00,266,K6,88.25243918772111,0,4
2025-01-01 22:10:00,267,K4,90.2002315871616,0,3
2025-01-01 22:15:00,268,K1,92.33026188708578,0,1
2025-01-01 22:20:00,269,K3,97.19259781575104,1,1
2025-01-01 22:25:00,270,K4,89.48215775254704,1,2
2025-01-01 22:30:00,271,K1,88.84859069444491,1,1
2025-01-01 22:35:00,272,K3,92.85210645229101,0,2
2025-01-01 22:40:00,273,K6,93.31704338729492,0,4
2025-01-01 22:45:00,274,K2,95.523354586899,0,3
2025-01-01 22:50:00,275,K2,84.07402961929483,0,4
2025-01-01 22:55:00,276,K6,97.30595651304895,0,3
2025-01-01 23:00:00,277,K1,93.1758470161339,0,1
2025-01-01 23:05:00,278,K2,87.38071904777335,1,3
2025-01-01 23:10:00,279,K2,87.29858474776407,0,3
2025-01-01 23:15:00,280,K5,99.00306176636919,1,4
2025-01-01 23:20:00,281,K2,82.46140103459379,1,3
2025-01-01 23:25:00,282,K2,84.81325731632987,0,4
2025-01-01 23:30:00,283,K1,82.91504285359734,0,3
2025-01-01 23:35:00,284,K6,94.2024381616575,0,2
2025-01-01 23:40:00,285,K3,92.25536546873671,0,2
2025-01-01 23:45:00,286,K3,85.52547473188221,0,1
2025-01-01 23:50:00,287,K5,83.69682219639611,0,2
2025-01-01 23:55:00,288,K4,95.16129812134122,0,3
2025-01-02 00:00:00,289,K5,80.67780845129361,0,3
2025-01-02 00:05:00,290,K2,93.12500579065423,0,2
2025-01-02 00:10:00,291,K5,93.30133241869272,0,1
2025-01-02 00:15:00,292,K5,95.02960237346092,1,2
2025-01-02 00:20:00,293,K1,98.54339881147365,0,1
2025-01-02 00:25:00,294,K4,86.15815994002585,1,1
2025-01-02 00:30:00,295,K5,97.51933129843039,1,2
2025-01-02 00:35:00,296,K5,84.93335837410064,1,4
2025-01-02 00:40:00,297,K5,89.53231554368013,0,4
2025-01-02 00:45:00,298,K4,91.49936873888025,0,2
2025-01-02 00:50:00,299,K1,91.24160330572414,0,2
2025-01-02 00:55:00,300,K4,85.86315892311829,0,3
2025-01-02 01:00:00,301,K1,85.54995258736493,1,3
2025-01-02 01:05:00,302,K4,94.52624895107108,1,4
2025-01-02 01:10:00,303,K1,82.75223212103452,0,2
2025-01-02 01:15:00,304,K3,97.44712701027369,0,1
2025-01-02 01:20:00,305,K4,87.52081412624143,1,1
2025-01-02 01:25:00,306,K5,80.50740133346274,0,1
2025-01-02 01:30:00,307,K1,80.105880904779,1,4
2025-01-02 01:35:00,308,K2,90.37957321190552,0,1
2025-01-02 01:40:00,309,K1,96.22683998077254,1,4
2025-01-02 01:45:00,310,K4,94.1627399007113,1,3
2025-01-02 01:50:00,311,K1,91.75245387365511,1,3
2025-01-02 01:55:00,312,K5,97.54050971824395,0,2
2025-01-02 02:00:00,313,K1,99.52498481172606,0,2
2025-01-02 02:05:00,314,K3,81.92414407507236,0,1
2025-01-02 02:10:00,315,K6,83.93402277609063,0,4
2025-01-02 02:15:00,316,K3,93.93871890822305,0,4
2025-01-02 02:20:00,317,K4,96.39678298591839,0,2
2025-01-02 02:25:00,318,K2,90.75657098776539,1,2
2025-01-02 02:30:00,319,K1,81.82187418171945,0,1
2025-01-02 02:35:00,320,K2,83.12763462500776,0,4
2025-01-02 02:40:00,321,K4,87.03436464905953,1,2
2025-01-02 02:45:00,322,K5,83.56577318468696,0,2
2025-01-02 02:50:00,323,K5,95.69320646929899,0,4
2025-01-02 02:55:00,324,K2,80.24568800273175,1,1
2025-01-02 03:00:00,325,K3,93.80523177935639,0,3
2025-01-02 03:05:00,326,K6,91.55745245540383,0,4
2025-01-02 03:10:00,327,K5,82.7378914775997,1,2
2025-01-02 03:15:00,328,K3,81.33108728841322,0,4
2025-01-02 03:20:00,329,K3,86.75308131505699,0,1
2025-01-02 03:25:00,330,K2,93.86667401778058,0,3
2025-01-02 03:30:00,331,K4,80.55490520759045,0,3
2025-01-02 03:35:00,332,K1,91.55611061880752,0,4
2025-01-02 03:40:00,333,K2,88.19394716030439,1,1
2025-01-02 03:45:00,334,K5,87.52189529027576,0,1
2025-01-02 03:50:00,335,K5,80.63738062709278,1,1
2025-01-02 03:55:00,336,K4,83.86552500760357,0,1
2025-01-02 04:00:00,337,K6,80.22122790565435,0,1
2025-01-02 04:05:00,338,K2,95.76447432822415,0,2
2025-01-02 04:10:00,339,K3,87.7238379087206,1,2
2025-01-02 04:15:00,340,K6,82.63936662889623,0,1
2025-01-02 04:20:00,341,K6,83.49299858126413,0,3
2025-01-02 04:25:00,342,K4,93.07071948365544,0,4
2025-01-02 04:30:00,343,K1,88.47268001570866,0,2
2025-01-02 04:35:00,344,K1,98.70634450489257,0,3
2025-01-02 04:40:00,345,K2,88.6091668219673,0,3
2025-01-02 04:45:00,346,K5,92.65898567221392,0,3
2025-01-02 04:50:00,347,K6,89.36272780868215,0,1
2025-01-02 04:55:00,348,K3,86.3345035404244,1,3
2025-01-02 05:00:00,349,K5,98.38041959290538,0,2
2025-01-02 05:05:00,350,K2,88.84366358417932,0,1
2025-01-02 05:10:00,351,K1,86.14263811744509,0,4
2025-01-02 05:15:00,352,K6,93.03615926784408,0,2
2025-01-02 05:20:00,353,K5,80.9610388992675,1,4
2025-01-02 05:25:00,354,K1,95.06734673725802,0,4
2025-01-02 05:30:00,355,K6,96.93563324950995,0,3
2025-01-02 05:35:00,356,K3,84.0729485496822,0,3
2025-01-02 05:40:00,357,K3,84.13265646346076,0,3
2025-01-02 05:45:00,358,K2,81.91786041052119,0,3
2025-01-02 05:50:00,359,K1,98.28708958281834,1,3
2025-01-02 05:55:00,360,K3,89.7390355084176,0,3
2025-01-02 06:00:00,361,K5,82.1523680883601,1,2
2025-01-02 06:05:00,362,K5,89.75993601739214,0,4
2025-01-02 06:10:00,363,K5,97.45561931483657,0,1
2025-01-02 06:15:00,364,K6,95.92499840725891,0,2
2025-01-02 06:20:00,365,K1,81.56811074114273,0,1
2025-01-02 06:25:00,366,K1,80.83715846107567,0,2
2025-01-02 06:30:00,367,K4,93.24013681777555,0,4
2025-01-02 06:35:00,368,K4,96.53107058166705,1,4
2025-01-02 06:40:00,369,K5,85.02277330125428,0,4
2025-01-02 06:45:00,370,K5,96.5635492604657,0,1
2025-01-02 06:50:00,371,K2,90.1474526503097,0,3
2025-01-02 06:55:00,372,K5,86.30221786883995,0,4
2025-01-02 07:00:00,373,K1,97.41363901913785,0,2
2025-01-02 07:05:00,374,K1,86.29265546517689,0,2
2025-01-02 07:10:00,375,K3,90.17773614985099,0,1
2025-01-02 07:15:00,376,K3,95.22949968096063,0,4
2025-01-02 07:20:00,377,K1,87.54468422559799,1,3
2025-01-02 07:25:00,378,K4,81.55698857395677,1,1
2025-01-02 07:30:00,379,K2,98.13828537390609,0,4
2025-01-02 07:35:00,380,K5,99.0220278346797,0,4
2025-01-02 07:40:00,381,K4,91.72250639187189,0,2
2025-01-02 07:45:00,382,K2,96.21284465860884,0,1
2025-01-02 07:50:00,383,K2,92.9637728636085,0,4
2025-01-02 07:55:00,384,K5,88.24835504693006,0,4
2025-01-02 08:00:00,385,K5,95.92242295257981,0,3
2025-01-02 08:05:00,386,K2,84.22293515970388,0,3
2025-01-02 08:10:00,387,K6,82.53823194060367,0,4
2025-01-02 08:15:00,388,K4,85.41951326110109,0,3
2025-01-02 08:20:00,389,K2,83.84845411832683,0,2
2025-01-02 08:25:00,390,K1,87.94139903736875,1,1
2025-01-02 08:30:00,391,K4,95.98702207691787,0,3
2025-01-02 08:35:00,392,K5,89.70585124999842,1,3
2025-01-02 08:40:00,393,K3,83.49072547644779,0,4
2025-01-02 08:45:00,394,K5,90.12695636365285,1,3
2025-01-02 08:50:00,395,K1,99.13875944438654,1,2
2025-01-02 08:55:00,396,K3,91.58165615843812,0,1
2025-01-02 09:00:00,397,K4,95.49648562878248,1,2
2025-01-02 09:05:00,398,K2,83.6259124560814,0,2
2025-01-02 09:10:00,399,K3,81.56280764110134,0,1
2025-01-02 09:15:00,400,K3,94.10537525265426,0,4
2025-01-02 09:20:00,401,K3,96.04449582599734,1,3
2025-01-02 09:25:00,402,K4,81.7092730363597,0,4
2025-01-02 09:30:00,403,K4,98.38107615633756,0,3
2025-01-02 09:35:00,404,K4,89.19617413180457,0,1
2025-01-02 09:40:00,405,K2,98.222012570284,1,3
2025-01-02 09:45:00,406,K1,96.95630695592354,0,1
2025-01-02 09:50:00,407,K2,92.949481076526,0,1
2025-01-02 09:55:00,408,K2,88.45654945754055,1,3
2025-01-02 10:00:00,409,K5,98.03969028904754,0,2
2025-01-02 10:05:00,410,K1,98.24586875463908,0,3
2025-01-02 10:10:00,411,K5,94.97617760152929,0,4
2025-01-02 10:15:00,412,K2,88.99296692917659,1,1
2025-01-02 10:20:00,413,K4,90.12505238957579,0,4
2025-01-02 10:25:00,414,K3,91.68855955037844,0,2
2025-01-02 10:30:00,415,K1,89.27418787622824,0,1
2025-01-02 10:35:00,416,K4,86.34931520694678,0,1
2025-01-02 10:40:00,417,K4,97.14203000049145,0,3
2025-01-02 10:45:00,418,K4,96.06060428379638,1,4
2025-01-02 10:50:00,419,K4,98.20385902540619,0,3
2025-01-02 10:55:00,420,K3,99.73881252474497,0,2
2025-01-02 11:00:00,421,K1,99.13033760075149,0,4
2025-01-02 11:05:00,422,K5,86.50931563926571,0,3
2025-01-02 11:10:00,423,K6,95.94870474084713,0,2
2025-01-02 11:15:00,424,K4,95.29970050319402,0,4
2025-01-02 11:20:00,425,K2,86.36222093453961,0,2
2025-01-02 11:25:00,426,K4,85.27063635814025,0,1
2025-01-02 11:30:00,427,K3,83.67432460928099,0,3
2025-01-02 11:35:00,428,K2,82.35191698668226,0,2
2025-01-02 11:40:00,429,K5,97.92772836452957,1,4
2025-01-02 11:45:00,430,K1,99.55884671404736,0,4
2025-01-02 11:50:00,431,K4,90.84216471966579,1,2
2025-01-02 11:55:00,432,K6,84.38639146922797,0,3
2025-01-02 12:00:00,433,K3,91.08407735898484,0,2
2025-01-02 12:05:00,434,K5,88.62212649478303,1,4
2025-01-02 12:10:00,435,K3,86.744881541907,1,4
2025-01-02 12:15:00,436,K3,87.74682091967543,0,3
2025-01-02 12:20:00,437,K5,98.0899103903946,1,4
2025-01-02 12:25:00,438,K5,84.035260107674,0,3
2025-01-02 12:30:00,439,K5,96.91466930536015,0,1
2025-01-02 12:35:00,440,K2,98.36031455702137,0,4
2025-01-02 12:40:00,441,K1,87.01639487438504,1,1
2025-01-02 12:45:00,442,K4,94.76554197128628,1,4
2025-01-02 12:50:00,443,K6,83.7927832179933,0,1
2025-01-02 12:55:00,444,K3,82.96859733997601,0,1
2025-01-02 13:00:00,445,K2,85.28074288270939,1,2
2025-01-02 13:05:00,446,K4,84.86720965677362,0,4
2025-01-02 13:10:00,447,K5,92.49936593668639,0,4
2025-01-02 13:15:00,448,K5,90.38732584127762,0,2
2025-01-02 13:20:00,449,K5,91.19321294686767,1,1
2025-01-02 13:25:00,450,K5,87.72967689835303,0,2
2025-01-02 13:30:00,451,K5,84.69870591775897,1,2
2025-01-02 13:35:00,452,K1,86.44452445780294,0,4
2025-01-02 13:40:00,453,K6,88.8990153132073,0,2
2025-01-02 13:45:00,454,K4,85.48001028960444,1,1
2025-01-02 13:50:00,455,K4,84.45494562975382,0,3
2025-01-02 13:55:00,456,K2,99.30675874421226,0,1
2025-01-02 14:00:00,457,K1,86.02374807335028,0,3
2025-01-02 14:05:00,458,K2,93.36472662908022,0,3
2025-01-02 14:10:00,459,K1,88.79524218471278,0,4
2025-01-02 14:15:00,460,K6,96.67969914628135,0,4
2025-01-02 14:20:00,461,K4,97.51087672973048,0,3
2025-01-02 14:25:00,462,K1,82.33361932271663,0,4
2025-01-02 14:30:00,463,K4,92.18585672007322,1,1
2025-01-02 14:35:00,464,K1,99.62602830278979,1,2
